CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
17353,125,2,1740,2,2,4,224,Big Spenders
17754,89,6,1739.92,2,4,4,244,Loyal Customers
15241,74,9,1738.59,2,4,4,244,Loyal Customers
13456,18,7,1737.82,4,4,4,444,Top Customers
17457,205,5,1737.7,1,3,4,134,Loyal Customers
14673,10,5,1736.4,4,3,4,434,Top Customers
17043,52,4,1735.18,3,3,4,334,Top Customers
15050,26,5,1727.17,3,3,4,334,Top Customers
13157,6,5,1721.57,4,3,4,434,Top Customers
17702,80,6,1719.72,2,4,4,244,Loyal Customers
15267,0,5,1717.36,4,3,4,434,Top Customers
17813,15,7,1714.6,4,4,4,444,Top Customers
12405,149,1,1710.39,2,1,4,214,Big Spenders
13094,22,16,1708.86,3,4,4,344,Top Customers
15947,83,1,1708.24,2,1,4,214,Big Spenders
12407,50,5,1708.12,3,3,4,334,Top Customers
17162,29,11,1707.21,3,4,4,344,Top Customers
16902,117,1,1706.88,2,1,4,214,Big Spenders
16791,39,8,1706.28,3,4,4,344,Top Customers
15950,79,5,1705.26,2,3,4,234,Loyal Customers
17282,174,3,1703.41,1,2,4,124,Big Spenders
16007,4,4,1701.94,4,3,4,434,Top Customers
13824,6,5,1698.94,4,3,4,434,Top Customers
14834,0,8,1698.35,4,4,4,444,Top Customers
16775,11,11,1695.66,4,4,4,444,Top Customers
12764,317,1,1693.88,1,1,4,114,Big Spenders
16813,51,10,1692.98,3,4,4,344,Top Customers
16671,29,3,1692.27,3,2,4,324,Big Spenders
13763,153,3,1689.46,1,2,4,124,Big Spenders
12635,31,2,1689.18,3,2,4,324,Big Spenders
15240,6,7,1685.57,4,4,4,444,Top Customers
15380,47,6,1682.36,3,4,4,344,Top Customers
13924,10,11,1682.08,4,4,4,444,Top Customers
12843,66,9,1680.76,2,4,4,244,Loyal Customers
17147,23,6,1679.64,3,4,4,344,Top Customers
14245,177,5,1677.48,1,3,4,134,Loyal Customers
16638,23,11,1676.47,3,4,4,344,Top Customers
13149,15,4,1676.06,4,3,4,434,Top Customers
17656,1,5,1674.69,4,3,4,434,Top Customers
17193,0,9,1674.46,4,4,4,444,Top Customers
13647,10,5,1670.22,4,3,4,434,Top Customers
16115,4,8,1667.97,4,4,4,444,Top Customers
12912,15,5,1662.3,4,3,4,434,Top Customers
15214,11,8,1661.44,4,4,4,444,Top Customers
15024,10,10,1661.33,4,4,4,444,Top Customers
15332,485,4,1661.06,1,3,4,134,Loyal Customers
14045,110,4,1659.75,2,3,4,234,Loyal Customers
13577,1,5,1658.3,4,3,4,434,Top Customers
15549,78,4,1655.76,2,3,4,234,Loyal Customers
16711,27,5,1651.03,3,3,4,334,Top Customers
15826,52,4,1649.36,3,3,4,334,Top Customers
17451,10,10,1648.95,4,4,4,444,Top Customers
13184,15,12,1648.79,4,4,4,444,Top Customers
13750,54,5,1647.26,3,3,4,334,Top Customers
13162,39,5,1644.99,3,3,4,334,Top Customers
15002,116,4,1641.76,2,3,4,234,Loyal Customers
17284,32,7,1641.68,3,4,4,344,Top Customers
15827,35,20,1641.48,3,4,4,344,Top Customers
14837,31,5,1641.2,3,3,4,334,Top Customers
12398,46,1,1635.66,3,1,4,314,Big Spenders
15953,5,10,1634.53,4,4,4,444,Top Customers
14164,71,2,1631.77,2,2,4,224,Big Spenders
16398,125,4,1631.15,2,3,4,234,Loyal Customers
12377,316,2,1628.12,1,2,4,124,Big Spenders
16515,3,5,1627.13,4,3,4,434,Top Customers
14759,113,3,1625.97,2,2,4,224,Big Spenders
16987,43,7,1625.05,3,4,4,344,Top Customers
13425,109,3,1624.21,2,2,4,224,Big Spenders
15172,71,5,1624.05,2,3,4,234,Loyal Customers
13627,30,7,1624.02,3,4,4,344,Top Customers
12530,30,5,1623.63,3,3,4,334,Top Customers
17673,120,7,1622.22,2,4,4,244,Loyal Customers
17101,11,4,1621.73,4,3,4,434,Top Customers
14178,29,7,1620.93,3,4,4,344,Top Customers
14937,57,4,1617.63,3,3,4,334,Top Customers
14336,17,4,1614.91,4,3,4,434,Top Customers
18161,11,6,1612.79,4,4,4,444,Top Customers
15122,86,6,1612.13,2,4,3,243,Loyal Customers
14312,37,6,1611.59,3,4,3,343,Top Customers
13614,25,4,1610.46,3,3,3,333,Top Customers
14918,116,2,1610.15,2,2,3,223,Big Spenders
12669,3,4,1607.73,4,3,3,433,Top Customers
12868,9,6,1607.06,4,4,3,443,Top Customers
15791,44,3,1604.44,3,2,3,323,Big Spenders
12783,54,8,1603.87,3,4,3,343,Top Customers
14573,35,13,1603.72,3,4,3,343,Top Customers
16466,4,7,1603.46,4,4,3,443,Top Customers
16992,11,6,1601.86,4,4,3,443,Top Customers
17828,17,9,1599.97,4,4,3,443,Top Customers
14587,9,10,1598.24,4,4,3,443,Top Customers
14719,11,6,1592.18,4,4,3,443,Top Customers
14970,138,4,1592.06,2,3,3,233,Loyal Customers
13850,1,2,1586.81,4,2,3,423,Big Spenders
16332,29,8,1583.2,3,4,3,343,Top Customers
12393,39,4,1582.6,3,3,3,333,Top Customers
16889,67,3,1578.67,2,2,3,223,Big Spenders
13634,36,5,1575.16,3,3,3,333,Top Customers
18178,114,6,1573.41,2,4,3,243,Loyal Customers
15611,10,15,1568.39,4,4,3,443,Top Customers
15111,60,3,1567.48,2,2,3,223,Big Spenders
16496,208,4,1562.22,1,3,3,133,Loyal Customers
13814,57,3,1562.12,3,2,3,323,Big Spenders
18239,219,5,1561.61,1,3,3,133,Loyal Customers
17837,30,10,1560.53,3,4,3,343,Top Customers
16676,66,5,1558.72,2,3,3,233,Loyal Customers
13313,23,5,1555.32,3,3,3,333,Top Customers
17085,124,6,1555.05,2,4,3,243,Loyal Customers
14038,79,4,1554.48,2,3,3,233,Loyal Customers
16369,19,3,1553.66,4,2,3,423,Big Spenders
15660,26,12,1552.01,3,4,3,343,Top Customers
13659,198,3,1550.85,1,2,3,123,Big Spenders
15117,15,6,1550.13,4,4,3,443,Top Customers
12865,27,3,1548.07,3,2,3,323,Big Spenders
14704,4,9,1546.91,4,4,3,443,Top Customers
12352,73,11,1545.41,2,4,3,243,Loyal Customers
14441,22,10,1545.14,3,4,3,343,Top Customers
14442,120,5,1544.62,2,3,3,233,Loyal Customers
15701,74,4,1542.14,2,3,3,233,Loyal Customers
16365,3,9,1540.42,4,4,3,443,Top Customers
13186,32,5,1539.69,3,3,3,333,Top Customers
13397,73,6,1539.18,2,4,3,243,Loyal Customers
13849,52,2,1537.95,3,2,3,323,Big Spenders
12877,25,12,1535.77,3,4,3,343,Top Customers
17159,22,4,1534.73,3,3,3,333,Top Customers
16283,32,7,1531.51,3,4,3,343,Top Customers
12759,53,3,1531.44,3,2,3,323,Big Spenders
14321,11,5,1530.75,4,3,3,433,Top Customers
14567,57,3,1524.46,3,3,3,333,Top Customers
15620,51,6,1524.4,3,4,3,343,Top Customers
13107,45,5,1524.07,3,3,3,333,Top Customers
16244,5,2,1522.75,4,2,3,423,Big Spenders
16434,48,7,1522.25,3,4,3,343,Top Customers
16066,17,5,1521.87,4,3,3,433,Top Customers
15906,20,8,1521.79,4,4,3,443,Top Customers
13764,71,3,1521.76,2,3,3,233,Loyal Customers
16790,17,8,1520.12,4,4,3,443,Top Customers
16880,64,7,1519.08,2,4,3,243,Loyal Customers
13213,57,6,1518.43,3,4,3,343,Top Customers
12818,179,2,1517.88,1,2,3,123,Big Spenders
15532,26,6,1517.08,3,4,3,343,Top Customers
16748,18,5,1515.9,4,3,3,433,Top Customers
15392,1,5,1515.73,4,3,3,433,Top Customers
16053,93,2,1511.95,2,2,3,223,Big Spenders
17997,64,12,1511.3,2,4,3,243,Loyal Customers
16910,10,8,1510.06,4,4,3,443,Top Customers
15265,33,2,1506.12,3,2,3,323,Big Spenders
15625,101,8,1504.56,2,4,3,243,Loyal Customers
12937,16,4,1504.27,4,3,3,433,Top Customers
17152,195,4,1503.5,1,3,3,133,Loyal Customers
15530,22,4,1502.35,3,3,3,333,Top Customers
16762,20,3,1501.38,4,3,3,433,Top Customers
17571,51,4,1498.51,3,3,3,333,Top Customers
16279,22,4,1496.68,3,3,3,333,Top Customers
13320,5,6,1491.7,4,4,3,443,Top Customers
15916,17,10,1491.24,4,4,3,443,Top Customers
15057,98,2,1489.5,2,2,3,223,Big Spenders
14963,10,5,1487.8,4,3,3,433,Top Customers
17002,74,4,1487.78,2,3,3,233,Loyal Customers
17553,305,1,1487.6,1,1,3,113,Big Spenders
16395,61,5,1486.9,2,3,3,233,Loyal Customers
14878,4,9,1485.54,4,4,3,443,Top Customers
14414,92,8,1485.13,2,4,3,243,Loyal Customers
16755,115,5,1484.63,2,3,3,233,Loyal Customers
14758,145,4,1484.06,2,3,3,233,Loyal Customers
18016,75,5,1483.56,2,3,3,233,Loyal Customers
16016,16,10,1483.31,4,4,3,443,Top Customers
15427,48,3,1483.14,3,3,3,333,Top Customers
17590,18,3,1479.22,4,3,3,433,Top Customers
15983,23,4,1475.02,3,3,3,333,Top Customers
14246,111,3,1474.06,2,3,3,233,Loyal Customers
16348,79,7,1469.45,2,4,3,243,Loyal Customers
12826,60,8,1468.12,2,4,3,243,Loyal Customers
13692,25,5,1466.87,3,3,3,333,Top Customers
15473,0,10,1465.2,4,4,3,443,Top Customers
12882,10,2,1463.04,4,2,3,423,Big Spenders
14541,0,8,1461.65,4,4,3,443,Top Customers
16359,9,12,1460.37,4,4,3,443,Top Customers
16059,72,6,1459.86,2,4,3,243,Loyal Customers
13309,1,5,1456.79,4,3,3,433,Top Customers
13110,54,8,1452.87,3,4,3,343,Top Customers
15987,13,7,1451.28,4,4,3,443,Top Customers
14229,52,5,1450.6,3,3,3,333,Top Customers
14875,10,5,1448.72,4,3,3,433,Top Customers
14233,5,5,1447.51,4,3,3,433,Top Customers
14591,16,4,1447.14,4,3,3,433,Top Customers
16817,37,13,1446.95,3,4,3,343,Top Customers
17073,18,4,1446.09,4,3,3,433,Top Customers
13461,139,3,1445,2,3,3,233,Loyal Customers
13477,5,8,1441.53,4,4,3,443,Top Customers
15478,41,2,1441.42,3,2,3,323,Big Spenders
15858,16,5,1438.85,4,3,3,433,Top Customers
14404,109,7,1434.72,2,4,3,243,Loyal Customers
13717,57,7,1432.26,3,4,3,343,Top Customers
14566,111,1,1432,2,1,3,213,Big Spenders
13475,188,4,1431.78,1,3,3,133,Loyal Customers
17175,4,5,1430.94,4,3,3,433,Top Customers
15426,20,7,1429.9,4,4,3,443,Top Customers
16103,80,6,1429.64,2,4,3,243,Loyal Customers
14035,29,5,1428.02,3,3,3,333,Top Customers
16996,63,9,1427.46,2,4,3,243,Loyal Customers
14403,142,5,1426.31,2,3,3,233,Loyal Customers
16271,16,6,1423.29,4,4,3,443,Top Customers
14740,198,4,1423.21,1,3,3,133,Loyal Customers
17063,22,11,1421.59,3,4,3,343,Top Customers
16503,96,5,1421.43,2,3,3,233,Loyal Customers
17288,10,7,1419.73,4,4,3,443,Top Customers
15128,61,8,1419.54,2,4,3,243,Loyal Customers
15444,10,2,1418.26,4,2,3,423,Big Spenders
18116,235,8,1418.03,1,4,3,143,Loyal Customers
14649,35,4,1417.29,3,3,3,333,Top Customers
16012,156,3,1415.29,1,3,3,133,Loyal Customers
14901,1,10,1414.99,4,4,3,443,Top Customers
17004,47,2,1412.94,3,2,3,323,Big Spenders
15237,79,4,1412.32,2,3,3,233,Loyal Customers
16394,51,9,1412.06,3,4,3,343,Top Customers
15106,5,7,1407.73,4,4,3,443,Top Customers
12947,65,11,1407.29,2,4,3,243,Loyal Customers
16173,16,7,1406.57,4,4,3,443,Top Customers
17083,99,3,1405.78,2,3,3,233,Loyal Customers
14443,54,7,1400.88,3,4,3,343,Top Customers
14741,12,6,1400.34,4,4,3,443,Top Customers
14019,47,4,1398.96,3,3,3,333,Top Customers
18202,200,3,1396.99,1,3,3,133,Loyal Customers
17856,120,6,1393.79,2,4,3,243,Loyal Customers
17354,51,1,1393.06,3,1,3,313,Big Spenders
15051,3,3,1391.61,4,3,3,433,Top Customers
13414,134,3,1390.5,2,3,3,233,Loyal Customers
13516,22,3,1389.41,3,3,3,333,Top Customers
16539,151,4,1388.81,2,3,3,233,Loyal Customers
15453,57,7,1388.37,3,4,3,343,Top Customers
15134,15,8,1387.99,4,4,3,443,Top Customers
17311,79,2,1384.85,2,2,3,223,Big Spenders
15898,120,6,1384.68,2,4,3,243,Loyal Customers
13572,206,1,1384.25,1,1,3,113,Big Spenders
16463,22,7,1383.7,3,4,3,343,Top Customers
13995,16,6,1383.49,4,4,3,443,Top Customers
17676,0,7,1383.27,4,4,3,443,Top Customers
12952,44,5,1382.84,3,3,3,333,Top Customers
14116,20,5,1382.74,4,3,3,433,Top Customers
16726,27,5,1382.02,3,3,3,333,Top Customers
13159,51,5,1379.75,3,3,3,333,Top Customers
14113,23,8,1377.92,3,4,3,343,Top Customers
15569,39,5,1375.71,3,3,3,333,Top Customers
14434,22,6,1372.8,3,4,3,343,Top Customers
16669,24,4,1370.87,3,3,3,333,Top Customers
14507,24,7,1368.18,3,4,3,343,Top Customers
13308,23,4,1367.61,3,3,3,333,Top Customers
14897,1,4,1366.38,4,3,3,433,Top Customers
15095,104,5,1364.7,2,3,3,233,Loyal Customers
16389,54,5,1362.27,3,3,3,333,Top Customers
13232,4,7,1357.6,4,4,3,443,Top Customers
18167,24,6,1355.51,3,4,3,343,Top Customers
17054,29,6,1353.83,3,4,3,343,Top Customers
13813,31,5,1353.41,3,3,3,333,Top Customers
17204,6,9,1352.91,4,4,3,443,Top Customers
15116,18,4,1352.75,4,3,3,433,Top Customers
16245,24,5,1352.36,3,3,3,333,Top Customers
14859,13,5,1352.04,4,3,3,433,Top Customers
16079,17,3,1352,4,3,3,433,Top Customers
12770,211,1,1351.45,1,1,3,113,Big Spenders
12775,18,6,1351.24,4,4,3,443,Top Customers
12886,66,3,1351.09,2,3,3,233,Loyal Customers
17368,24,9,1349.52,3,4,3,343,Top Customers
12646,50,2,1346.97,3,2,3,323,Big Spenders
15411,27,5,1346.38,3,3,3,333,Top Customers
14154,240,2,1345.62,1,2,3,123,Big Spenders
15596,68,9,1343.34,2,4,3,243,Loyal Customers
17372,41,8,1342.68,3,4,3,343,Top Customers
16317,2,3,1341.65,4,3,3,433,Top Customers
16045,2,4,1340.7,4,3,3,433,Top Customers
13743,1,8,1340.15,4,4,3,443,Top Customers
15398,17,3,1339.63,4,3,3,433,Top Customers
15734,115,2,1339.45,2,2,3,223,Big Spenders
12620,15,3,1339.41,4,3,3,433,Top Customers
16110,46,3,1337.48,3,3,3,333,Top Customers
17621,22,4,1336.1,3,3,3,333,Top Customers
15680,10,3,1333.68,4,3,3,433,Top Customers
17932,5,3,1331.57,4,3,3,433,Top Customers
12676,25,6,1331.39,3,4,3,343,Top Customers
15365,26,9,1330.45,3,4,3,343,Top Customers
16493,73,6,1329.66,2,4,3,243,Loyal Customers
16295,0,4,1328.55,4,3,3,433,Top Customers
15059,41,11,1325.82,3,4,3,343,Top Customers
13396,22,4,1325.29,3,3,3,333,Top Customers
16370,65,4,1320.56,2,3,3,233,Loyal Customers
15563,22,7,1319.69,3,4,3,343,Top Customers
16083,101,2,1317.62,2,2,3,223,Big Spenders
12526,54,3,1316.66,3,3,3,333,Top Customers
14921,90,2,1316.07,2,2,3,223,Big Spenders
14102,12,8,1314.73,4,4,3,443,Top Customers
16464,20,3,1314.68,4,3,3,433,Top Customers
14973,108,3,1314.45,2,3,3,233,Loyal Customers
18177,121,7,1314.17,2,4,3,243,Loyal Customers
15146,165,3,1313.66,1,3,3,133,Loyal Customers
16040,149,3,1313.55,2,3,3,233,Loyal Customers
12364,41,4,1313.1,3,3,3,333,Top Customers
12516,4,2,1312.06,4,2,3,423,Big Spenders
14748,9,6,1311.79,4,4,3,443,Top Customers
13012,10,11,1311.62,4,4,3,443,Top Customers
14856,57,3,1311.38,3,3,3,333,Top Customers
13501,36,2,1310.47,3,2,3,323,Big Spenders
13168,200,5,1310.14,1,3,3,133,Loyal Customers
13328,317,1,1308.48,1,1,3,113,Big Spenders
14477,20,5,1307.81,4,3,3,433,Top Customers
14071,6,9,1307.41,4,4,3,443,Top Customers
12576,130,6,1306.98,2,4,3,243,Loyal Customers
16744,12,7,1304.76,4,4,3,443,Top Customers
17919,1,1,1304.04,4,1,3,413,Big Spenders
15813,208,2,1303.91,1,2,3,123,Big Spenders
12463,6,7,1303.63,4,4,3,443,Top Customers
12919,3,8,1301.44,4,4,3,443,Top Customers
15494,22,2,1299.23,3,2,3,323,Big Spenders
12488,10,3,1298.66,4,3,3,433,Top Customers
12372,35,3,1298.04,3,3,3,333,Top Customers
17961,1,39,1296.44,4,4,3,443,Top Customers
16929,18,7,1295.39,4,4,3,443,Top Customers
16224,58,4,1295.3,2,3,3,233,Loyal Customers
16120,30,5,1294.14,3,3,3,333,Top Customers
15108,65,5,1291.75,2,3,3,233,Loyal Customers
14047,74,7,1290.01,2,4,3,243,Loyal Customers
14738,5,9,1289.94,4,4,3,443,Top Customers
12854,6,5,1289.15,4,3,3,433,Top Customers
16571,27,5,1285.22,3,3,3,333,Top Customers
17671,5,6,1284.08,4,4,3,443,Top Customers
14297,18,6,1284.06,4,4,3,443,Top Customers
15136,1,5,1282.45,4,3,3,433,Top Customers
16899,20,6,1281.56,4,4,3,443,Top Customers
13878,55,1,1281.53,3,1,3,313,Big Spenders
13538,32,7,1280.85,3,4,3,343,Top Customers
14267,3,7,1279.09,4,4,3,443,Top Customers
16692,257,2,1276,1,2,3,123,Big Spenders
17019,12,4,1272.61,4,3,3,433,Top Customers
12394,153,2,1272.48,1,2,3,123,Big Spenders
14794,10,9,1272.11,4,4,3,443,Top Customers
12630,10,2,1270.88,4,2,3,423,Big Spenders
14669,6,3,1269.99,4,3,3,433,Top Customers
13492,96,3,1269.84,2,3,3,233,Loyal Customers
13431,1,2,1269.1,4,2,3,423,Big Spenders
15199,30,4,1268.7,3,3,3,333,Top Customers
14511,12,6,1267.41,4,4,3,443,Top Customers
17158,152,3,1266.97,2,3,3,233,Loyal Customers
13989,214,2,1266.08,1,2,3,123,Big Spenders
14916,71,5,1264.84,2,3,3,233,Loyal Customers
16951,124,4,1262.75,2,3,3,233,Loyal Customers
15009,13,3,1261.78,4,3,3,433,Top Customers
16688,11,4,1260.86,4,3,3,433,Top Customers
16842,69,4,1260.44,2,3,3,233,Loyal Customers
14105,86,2,1260.33,2,2,3,223,Big Spenders
15497,18,3,1259.7,4,3,3,433,Top Customers
17388,5,4,1259.56,4,3,3,433,Top Customers
14665,31,7,1258.38,3,4,3,343,Top Customers
12507,135,4,1258.06,2,3,3,233,Loyal Customers
17412,24,7,1258.06,3,4,3,343,Top Customers
17350,46,5,1256.19,3,3,3,333,Top Customers
13848,123,3,1255,2,3,3,233,Loyal Customers
17262,53,5,1253.36,3,3,3,333,Top Customers
17037,79,2,1253.22,2,2,3,223,Big Spenders
17802,4,4,1251.84,4,3,3,433,Top Customers
14698,16,5,1250.76,4,3,3,433,Top Customers
13151,204,2,1250.37,1,2,3,123,Big Spenders
17481,16,5,1249.34,4,3,3,433,Top Customers
14383,164,3,1247.69,1,3,3,133,Loyal Customers
12689,26,2,1247.61,3,2,3,323,Big Spenders
13029,90,3,1247.5,2,3,3,233,Loyal Customers
15004,148,1,1246.32,2,1,3,213,Big Spenders
16101,10,3,1245.96,4,3,3,433,Top Customers
16531,23,7,1244.59,3,4,3,343,Top Customers
17633,32,6,1242.34,3,4,3,343,Top Customers
17588,101,3,1240.2,2,3,3,233,Loyal Customers
13860,15,6,1240,4,4,3,443,Top Customers
14893,10,2,1237.85,4,2,3,423,Big Spenders
14684,26,5,1236.28,3,3,3,333,Top Customers
15376,41,3,1233.36,3,3,3,333,Top Customers
15910,16,8,1232.18,4,4,3,443,Top Customers
18080,19,2,1231.5,4,2,3,423,Big Spenders
13931,86,3,1230.93,2,3,3,233,Loyal Customers
14428,47,7,1230.14,3,4,3,343,Top Customers
14898,24,8,1228.32,3,4,3,343,Top Customers
14913,37,4,1227.43,3,3,3,333,Top Customers
17584,11,3,1227.3,4,3,3,433,Top Customers
12412,75,3,1226.88,2,3,3,233,Loyal Customers
15227,127,5,1219.4,2,3,3,233,Loyal Customers
13491,39,10,1215.82,3,4,3,343,Top Customers
12985,29,3,1215.62,3,3,3,333,Top Customers
17774,146,5,1215.46,2,3,3,233,Loyal Customers
17410,0,5,1214.72,4,3,3,433,Top Customers
13918,50,2,1212.84,3,2,3,323,Big Spenders
12464,11,8,1212.05,4,4,3,443,Top Customers
18263,24,4,1211.08,3,3,3,333,Top Customers
15841,73,6,1209.1,2,4,3,243,Loyal Customers
18171,0,7,1208.51,4,4,3,443,Top Customers
13208,0,7,1205.9,4,4,3,443,Top Customers
13055,66,4,1201.96,2,3,3,233,Loyal Customers
16794,4,12,1201.51,4,4,3,443,Top Customers
16800,12,1,1201.49,4,1,3,413,Big Spenders
13158,2,4,1201.06,4,3,3,433,Top Customers
17320,101,3,1200.62,2,3,3,233,Loyal Customers
17800,37,9,1199.01,3,4,3,343,Top Customers
15605,31,5,1198.23,3,3,3,333,Top Customers
12997,1,7,1197.94,4,4,3,443,Top Customers
13211,11,3,1197.42,4,3,3,433,Top Customers
17720,27,4,1195.94,3,3,3,333,Top Customers
12967,69,4,1194.75,2,3,3,233,Loyal Customers
15145,44,4,1194.73,3,3,3,333,Top Customers
12611,53,1,1193.32,3,1,3,313,Big Spenders
14064,5,7,1188.32,4,4,3,443,Top Customers
16612,2,4,1187.66,4,3,3,433,Top Customers
13752,96,6,1186.28,2,4,3,243,Loyal Customers
14487,27,7,1183.58,3,4,3,343,Top Customers
15630,46,3,1180.4,3,3,3,333,Top Customers
17058,82,3,1179.89,2,3,3,233,Loyal Customers
16950,57,3,1178.56,3,3,3,333,Top Customers
17653,32,5,1175.88,3,3,3,333,Top Customers
12640,24,3,1174.58,3,3,3,333,Top Customers
15306,123,3,1174.35,2,3,3,233,Loyal Customers
16639,26,4,1169.38,3,3,3,333,Top Customers
12358,3,2,1168.06,4,2,3,423,Big Spenders
14745,113,6,1167.16,2,4,3,243,Loyal Customers
16653,17,3,1166.92,4,3,3,433,Top Customers
14857,30,3,1165.65,3,3,3,333,Top Customers
14737,181,3,1164.55,1,3,3,133,Loyal Customers
14261,51,2,1163.45,3,2,3,323,Big Spenders
14447,19,5,1163.23,4,3,3,433,Top Customers
16949,41,7,1161.27,3,4,3,343,Top Customers
17348,15,5,1159.52,4,3,3,433,Top Customers
15621,11,6,1158.77,4,4,3,443,Top Customers
14723,11,6,1158.3,4,4,3,443,Top Customers
12885,32,4,1158.27,3,3,3,333,Top Customers
13611,31,4,1158.2,3,3,3,333,Top Customers
13744,215,2,1156.36,1,2,3,123,Big Spenders
16184,5,7,1155.54,4,4,3,443,Top Customers
16062,6,4,1153.62,4,3,3,433,Top Customers
12657,12,5,1152.06,4,3,3,433,Top Customers
16042,23,7,1147.37,3,4,3,343,Top Customers
13499,18,7,1146.96,4,4,3,443,Top Customers
17505,206,2,1145.84,1,2,3,123,Big Spenders
16766,37,2,1145.6,3,2,3,323,Big Spenders
15810,79,7,1145.43,2,4,3,243,Loyal Customers
12769,239,1,1143.6,1,1,3,113,Big Spenders
17770,35,5,1143.27,3,3,3,333,Top Customers
12546,47,3,1141.5,3,3,3,333,Top Customers
18125,60,5,1141.34,2,3,3,233,Loyal Customers
16270,354,1,1141.24,1,1,3,113,Big Spenders
13330,123,3,1140.93,2,3,3,233,Loyal Customers
13819,38,3,1140.35,3,3,3,333,Top Customers
15088,22,3,1140.27,3,3,3,333,Top Customers
16172,6,5,1140.21,4,3,3,433,Top Customers
17135,17,7,1139.73,4,4,3,443,Top Customers
12494,10,13,1139.35,4,4,3,443,Top Customers
17500,18,3,1138,4,3,3,433,Top Customers
13500,24,4,1136.77,3,3,3,333,Top Customers
17242,4,2,1135.04,4,2,3,423,Big Spenders
18168,69,9,1133.64,2,4,3,243,Loyal Customers
16989,3,6,1133.25,4,4,3,443,Top Customers
17585,110,4,1133.07,2,3,3,233,Loyal Customers
13772,182,3,1132.13,1,3,3,133,Loyal Customers
15500,19,4,1131.56,4,3,3,433,Top Customers
13882,12,6,1131.28,4,4,3,443,Top Customers
12710,202,4,1130.57,1,3,3,133,Loyal Customers
14824,11,4,1127.71,4,3,3,433,Top Customers
12609,79,3,1126.85,2,3,3,233,Loyal Customers
17470,45,5,1125.07,3,3,3,333,Top Customers
13118,20,7,1125,4,4,3,443,Top Customers
16637,61,5,1124.59,2,3,3,233,Loyal Customers
12462,19,4,1124.01,4,3,3,433,Top Customers
14129,18,5,1123.86,4,3,3,433,Top Customers
15436,13,3,1122.53,4,3,3,433,Top Customers
13486,79,3,1122.41,2,3,3,233,Loyal Customers
16807,127,3,1121.59,2,3,3,233,Loyal Customers
15737,15,12,1121.21,4,4,3,443,Top Customers
17302,15,6,1119.93,4,4,3,443,Top Customers
17894,72,8,1119.81,2,4,3,243,Loyal Customers
13064,1,4,1119.49,4,3,3,433,Top Customers
16086,30,6,1119.31,3,4,3,343,Top Customers
12842,71,2,1118.99,2,2,3,223,Big Spenders
15716,146,4,1118.81,2,3,3,233,Loyal Customers
17788,74,2,1117.9,2,2,3,223,Big Spenders
13591,183,3,1117.13,1,3,3,133,Loyal Customers
14971,44,3,1116.57,3,3,3,333,Top Customers
13610,13,9,1115.43,4,4,3,443,Top Customers
16049,41,3,1111.79,3,3,3,333,Top Customers
14161,127,3,1110.52,2,3,3,233,Loyal Customers
14817,160,2,1110.34,1,2,3,123,Big Spenders
15069,180,1,1109.53,1,1,3,113,Big Spenders
12399,2,4,1108.65,4,3,3,433,Top Customers
15730,123,4,1108.38,2,3,3,233,Loyal Customers
15933,22,3,1107.46,3,3,3,333,Top Customers
17562,15,8,1107.38,4,4,3,443,Top Customers
16833,100,4,1106.53,2,3,3,233,Loyal Customers
12857,69,2,1106.4,2,2,3,223,Big Spenders
13447,24,4,1104.23,3,3,3,333,Top Customers
17609,41,6,1103.92,3,4,3,343,Top Customers
17047,86,3,1100.9,2,3,3,233,Loyal Customers
16350,22,5,1100.47,3,3,3,333,Top Customers
15978,78,1,1098.78,2,1,3,213,Big Spenders
13104,47,6,1098.48,3,4,3,343,Top Customers
17966,33,5,1098.43,3,3,3,333,Top Customers
14708,125,4,1096.67,2,3,3,233,Loyal Customers
16225,45,5,1096.32,3,3,3,333,Top Customers
13652,46,3,1095.08,3,3,3,333,Top Customers
15608,29,4,1093.68,3,3,3,333,Top Customers
13521,11,3,1093.65,4,3,3,433,Top Customers
13476,68,4,1092.77,2,3,3,233,Loyal Customers
15489,5,4,1090.03,4,3,3,433,Top Customers
12534,336,1,1089.18,1,1,3,113,Big Spenders
14744,17,9,1088.53,4,4,3,443,Top Customers
17095,9,6,1088.2,4,4,3,443,Top Customers
18189,78,3,1084.34,2,3,3,233,Loyal Customers
13467,11,2,1083.71,4,2,3,423,Big Spenders
15602,23,15,1083.63,3,4,3,343,Top Customers
13310,29,6,1083.63,3,4,3,343,Top Customers
14561,76,3,1080.76,2,3,3,233,Loyal Customers
16200,165,2,1080.62,1,2,3,123,Big Spenders
13726,101,2,1079.66,2,2,3,223,Big Spenders
12354,233,1,1079.4,1,1,3,113,Big Spenders
14352,37,4,1078.96,3,3,3,333,Top Customers
16980,256,2,1078.96,1,2,3,123,Big Spenders
16563,54,1,1077.74,3,1,3,313,Big Spenders
15712,10,5,1072.36,4,3,3,433,Top Customers
15745,20,6,1071.24,4,4,3,443,Top Customers
13635,275,1,1071.03,1,1,3,113,Big Spenders
17522,95,5,1070.71,2,3,3,233,Loyal Customers
13761,51,2,1070.65,3,2,3,323,Big Spenders
14212,31,1,1070.48,3,1,3,313,Big Spenders
14948,24,7,1066.57,3,4,3,343,Top Customers
